MovementID,ItemID,WarehouseID,MovementType,Quantity,MovementDate,ProcessedBy,Reference,Notes
MV00947,ITM0095,WH005,ADJUSTMENT,-45,2024-06-30,USER007,ADJ-947,Recount
MV01378,ITM0065,WH005,IN,36,2024-06-30,USER007,REF-1378,
MV01835,ITM0031,WH001,ADJUSTMENT,-81,2024-06-30,USER003,ADJ-1835,Damage
MV02574,ITM0024,WH004,ADJUSTMENT,-56,2024-06-30,USER005,ADJ-2574,Found
MV02867,ITM0018,WH002,ADJUSTMENT,-93,2024-06-30,USER008,ADJ-2867,Expired
MV02948,ITM0057,WH003,ADJUSTMENT,-64,2024-06-30,USER004,ADJ-2948,Expired
MV00032,ITM0071,WH004,OUT,-51,2024-07-01,USER008,REF-32,
MV00941,ITM0063,WH004,OUT,-91,2024-07-01,USER007,REF-941,
MV01048,ITM0078,WH003,IN,12,2024-07-01,USER006,REF-1048,
MV01098,ITM0001,WH005,ADJUSTMENT,-49,2024-07-01,USER006,ADJ-1098,Recount
MV01929,ITM0092,WH004,ADJUSTMENT,-8,2024-07-01,USER007,ADJ-1929,Recount
MV02382,ITM0040,WH004,ADJUSTMENT,-83,2024-07-01,USER004,ADJ-2382,Damage
MV02404,ITM0095,WH003,ADJUSTMENT,-69,2024-07-01,USER002,ADJ-2404,Lost
MV00460,ITM0064,WH001,OUT,-25,2024-07-02,USER004,REF-460,
MV00774,ITM0077,WH005,OUT,-44,2024-07-02,USER008,REF-774,
MV00957,ITM0069,WH003,ADJUSTMENT,-15,2024-07-02,USER007,ADJ-957,Expired
MV01162,ITM0032,WH002,ADJUSTMENT,-60,2024-07-02,USER006,ADJ-1162,Found
MV01720,ITM0037,WH001,OUT,-11,2024-07-02,USER007,REF-1720,
MV02368,ITM0056,WH005,IN,97,2024-07-02,USER003,REF-2368,
MV00004,ITM0064,WH005,OUT,-17,2024-07-03,USER005,REF-4,
MV01244,ITM0001,WH003,ADJUSTMENT,-26,2024-07-03,USER008,ADJ-1244,Found
MV01443,ITM0094,WH003,ADJUSTMENT,-81,2024-07-03,USER002,ADJ-1443,Recount
MV01721,ITM0031,WH004,IN,33,2024-07-03,USER007,REF-1721,
MV02047,ITM0090,WH004,IN,9,2024-07-03,USER008,REF-2047,
MV02520,ITM0097,WH003,ADJUSTMENT,-98,2024-07-03,USER001,ADJ-2520,Damage
MV02556,ITM0045,WH001,IN,45,2024-07-03,USER005,REF-2556,
MV02587,ITM0068,WH001,OUT,-6,2024-07-03,USER005,REF-2587,
MV02775,ITM0044,WH005,ADJUSTMENT,-85,2024-07-03,USER002,ADJ-2775,Lost
MV00741,ITM0074,WH002,ADJUSTMENT,-18,2024-07-04,USER006,ADJ-741,Recount
MV00785,ITM0001,WH005,IN,70,2024-07-04,USER001,REF-785,
MV00803,ITM0083,WH002,IN,357,2024-07-04,USER002,REF-803,
MV00830,ITM0067,WH003,ADJUSTMENT,-80,2024-07-04,USER007,ADJ-830,Lost
MV00852,ITM0012,WH003,OUT,-66,2024-07-04,USER003,REF-852,
MV00863,ITM0003,WH001,IN,45,2024-07-04,USER007,REF-863,
MV00890,ITM0073,WH003,ADJUSTMENT,-26,2024-07-04,USER001,ADJ-890,Expired
MV00966,ITM0009,WH005,OUT,-13,2024-07-04,USER004,REF-966,
MV01013,ITM0009,WH003,ADJUSTMENT,-83,2024-07-04,USER004,ADJ-1013,Recount
MV01271,ITM0073,WH005,ADJUSTMENT,-29,2024-07-04,USER008,ADJ-1271,Found
MV01717,ITM0094,WH003,OUT,-28,2024-07-04,USER004,REF-1717,
MV02415,ITM0046,WH003,OUT,-2,2024-07-04,USER003,REF-2415,
MV02607,ITM0026,WH004,OUT,-43,2024-07-04,USER002,REF-2607,
MV00369,ITM0014,WH005,OUT,-23,2024-07-05,USER006,REF-369,
MV00883,ITM0026,WH002,OUT,-10,2024-07-05,USER003,REF-883,
MV01297,ITM0051,WH003,IN,11,2024-07-05,USER006,REF-1297,
MV01376,ITM0092,WH004,IN,50,2024-07-05,USER004,REF-1376,
MV01585,ITM0078,WH004,IN,75,2024-07-05,USER007,REF-1585,
MV01753,ITM0006,WH002,OUT,-50,2024-07-05,USER007,REF-1753,
MV01852,ITM0004,WH001,ADJUSTMENT,-92,2024-07-05,USER008,ADJ-1852,Recount
MV01970,ITM0045,WH002,IN,35,2024-07-05,USER002,REF-1970,
MV02481,ITM0027,WH001,OUT,-44,2024-07-05,USER002,REF-2481,
MV02669,ITM0029,WH003,ADJUSTMENT,-33,2024-07-05,USER003,ADJ-2669,Found
MV02685,ITM0029,WH005,OUT,-76,2024-07-05,USER003,REF-2685,
MV03000,ITM0013,WH001,OUT,-24,2024-07-05,USER003,REF-3000,
MV00278,ITM0081,WH003,ADJUSTMENT,-66,2024-07-06,USER006,ADJ-278,Lost
MV00685,ITM0036,WH004,OUT,-47,2024-07-06,USER006,REF-685,
MV01031,ITM0059,WH004,OUT,-99,2024-07-06,USER003,REF-1031,
MV01051,ITM0058,WH001,OUT,-7,2024-07-06,USER004,REF-1051,
MV01082,ITM0096,WH001,OUT,-52,2024-07-06,USER003,REF-1082,
MV01183,ITM0050,WH004,ADJUSTMENT,-85,2024-07-06,USER004,ADJ-1183,Found
MV01426,ITM0077,WH003,ADJUSTMENT,-26,2024-07-06,USER003,ADJ-1426,Damage
MV02004,ITM0089,WH004,IN,31,2024-07-06,USER002,REF-2004,
MV02258,ITM0089,WH003,IN,55,2024-07-06,USER005,REF-2258,
MV02579,ITM0022,WH001,OUT,-14,2024-07-06,USER001,REF-2579,
MV00638,ITM0087,WH005,OUT,-21,2024-07-07,USER008,REF-638,
MV00779,ITM0045,WH001,OUT,-70,2024-07-07,USER006,REF-779,
MV01522,ITM0069,WH001,OUT,-38,2024-07-07,USER002,REF-1522,
MV02112,ITM0094,WH001,ADJUSTMENT,-10,2024-07-07,USER006,ADJ-2112,Damage
MV02184,ITM0054,WH004,OUT,-70,2024-07-07,USER006,REF-2184,
MV02324,ITM0067,WH001,IN,86,2024-07-07,USER007,REF-2324,
MV02789,ITM0010,WH001,IN,56,2024-07-07,USER007,REF-2789,
MV00069,ITM0014,WH002,ADJUSTMENT,-12,2024-07-08,USER004,ADJ-69,Expired
MV00142,ITM0046,WH005,ADJUSTMENT,-71,2024-07-08,USER008,ADJ-142,Recount
MV00378,ITM0046,WH002,OUT,-100,2024-07-08,USER004,REF-378,
MV00454,ITM0023,WH005,ADJUSTMENT,-59,2024-07-08,USER005,ADJ-454,Recount
MV00600,ITM0006,WH005,ADJUSTMENT,-4,2024-07-08,USER001,ADJ-600,Lost
MV00649,ITM0081,WH005,OUT,-11,2024-07-08,USER003,REF-649,
MV00693,ITM0049,WH004,OUT,-61,2024-07-08,USER006,REF-693,
MV00802,ITM0064,WH002,OUT,-55,2024-07-08,USER002,REF-802,
MV01119,ITM0059,WH004,IN,95,2024-07-08,USER004,REF-1119,
MV01887,ITM0089,WH001,OUT,-80,2024-07-08,USER007,REF-1887,
MV02164,ITM0060,WH005,OUT,-5,2024-07-08,USER001,REF-2164,
MV02192,ITM0018,WH002,IN,14,2024-07-08,USER001,REF-2192,
MV02379,ITM0020,WH004,ADJUSTMENT,-21,2024-07-08,USER006,ADJ-2379,Lost
MV02795,ITM0083,WH005,OUT,-60,2024-07-08,USER004,REF-2795,
MV02872,ITM0026,WH004,IN,74,2024-07-08,USER003,REF-2872,
MV00140,ITM0089,WH002,ADJUSTMENT,-74,2024-07-09,USER007,ADJ-140,Lost
MV00335,ITM0044,WH004,ADJUSTMENT,-94,2024-07-09,USER007,ADJ-335,Damage
MV01931,ITM0064,WH003,ADJUSTMENT,-51,2024-07-09,USER001,ADJ-1931,Found
MV02315,ITM0080,WH003,IN,57,2024-07-09,USER003,REF-2315,
MV02573,ITM0042,WH001,OUT,-9,2024-07-09,USER008,REF-2573,
MV00281,ITM0067,WH005,IN,47,2024-07-10,USER002,REF-281,
MV00763,ITM0078,WH004,ADJUSTMENT,-75,2024-07-10,USER002,ADJ-763,Recount
MV01039,ITM0067,WH004,ADJUSTMENT,-23,2024-07-10,USER004,ADJ-1039,Lost
MV01195,ITM0011,WH002,ADJUSTMENT,-4,2024-07-10,USER006,ADJ-1195,Lost
MV02138,ITM0047,WH004,OUT,-86,2024-07-10,USER006,REF-2138,
MV02178,ITM0006,WH005,OUT,-9,2024-07-10,USER001,REF-2178,
MV00007,ITM0041,WH001,OUT,-44,2024-07-11,USER007,REF-7,
MV00079,ITM0052,WH003,ADJUSTMENT,-52,2024-07-11,USER002,ADJ-79,Expired
MV00376,ITM0025,WH002,ADJUSTMENT,-12,2024-07-11,USER007,ADJ-376,Expired
MV00588,ITM0078,WH001,IN,7,2024-07-11,USER004,REF-588,
MV01101,ITM0065,WH003,ADJUSTMENT,-3,2024-07-11,USER003,ADJ-1101,Damage
MV01442,ITM0005,WH001,OUT,-5,2024-07-11,USER004,REF-1442,
MV01839,ITM0052,WH004,ADJUSTMENT,-37,2024-07-11,USER001,ADJ-1839,Expired
MV01934,ITM0071,WH002,OUT,-83,2024-07-11,USER001,REF-1934,
MV02053,ITM0094,WH005,IN,79,2024-07-11,USER001,REF-2053,
MV02647,ITM0045,WH002,OUT,-15,2024-07-11,USER004,REF-2647,
MV02886,ITM0066,WH005,ADJUSTMENT,-57,2024-07-11,USER002,ADJ-2886,Lost
MV00320,ITM0018,WH003,IN,51,2024-07-12,USER005,REF-320,
MV00929,ITM0092,WH001,IN,73,2024-07-12,USER005,REF-929,
MV01253,ITM0064,WH002,OUT,-72,2024-07-12,USER007,REF-1253,
MV01330,ITM0015,WH004,ADJUSTMENT,-24,2024-07-12,USER003,ADJ-1330,Expired
MV01582,ITM0011,WH005,IN,97,2024-07-12,USER002,REF-1582,
MV02281,ITM0069,WH004,OUT,-48,2024-07-12,USER008,REF-2281,
MV02289,ITM0015,WH002,IN,34,2024-07-12,USER008,REF-2289,
MV02305,ITM0004,WH005,OUT,-2,2024-07-12,USER004,REF-2305,
MV02425,ITM0012,WH003,OUT,-92,2024-07-12,USER001,REF-2425,
MV02542,ITM0024,WH005,OUT,-71,2024-07-12,USER002,REF-2542,
MV02598,ITM0043,WH003,OUT,-59,2024-07-12,USER001,REF-2598,
MV00020,ITM0049,WH005,ADJUSTMENT,-28,2024-07-13,USER007,ADJ-20,Recount
MV00150,ITM0093,WH001,OUT,-56,2024-07-13,USER005,REF-150,
MV01001,ITM0036,WH002,OUT,-30,2024-07-13,USER002,REF-1001,
MV01127,ITM0089,WH001,IN,9,2024-07-13,USER004,REF-1127,
MV01434,ITM0048,WH002,OUT,-28,2024-07-13,USER006,REF-1434,
MV01894,ITM0061,WH005,ADJUSTMENT,-67,2024-07-13,USER008,ADJ-1894,Recount
MV02290,ITM0091,WH001,IN,5,2024-07-13,USER003,REF-2290,
MV02593,ITM0081,WH001,ADJUSTMENT,-86,2024-07-13,USER007,ADJ-2593,Lost
MV02780,ITM0001,WH002,ADJUSTMENT,-82,2024-07-13,USER001,ADJ-2780,Lost
MV02864,ITM0027,WH003,OUT,-11,2024-07-13,USER001,REF-2864,
MV00411,ITM0066,WH002,ADJUSTMENT,-15,2024-07-14,USER001,ADJ-411,Damage
MV00585,ITM0016,WH004,IN,77,2024-07-14,USER008,REF-585,
MV00804,ITM0065,WH005,ADJUSTMENT,-54,2024-07-14,USER007,ADJ-804,Damage
MV01634,ITM0094,WH004,OUT,-93,2024-07-14,USER004,REF-1634,
MV02017,ITM0086,WH002,ADJUSTMENT,-66,2024-07-14,USER004,ADJ-2017,Recount
MV02130,ITM0055,WH001,OUT,-50,2024-07-14,USER002,REF-2130,
MV02217,ITM0003,WH004,ADJUSTMENT,-22,2024-07-14,USER004,ADJ-2217,Found
MV02335,ITM0084,WH004,IN,42,2024-07-14,USER007,REF-2335,
MV00084,ITM0079,WH005,ADJUSTMENT,-15,2024-07-15,USER001,ADJ-84,Damage
MV00091,ITM0087,WH005,OUT,-8,2024-07-15,USER001,REF-91,
MV00466,ITM0030,WH005,IN,30,2024-07-15,USER003,REF-466,
MV01431,ITM0079,WH001,OUT,-93,2024-07-15,USER001,REF-1431,
MV02015,ITM0039,WH005,IN,27,2024-07-15,USER005,REF-2015,
MV02074,ITM0050,WH002,ADJUSTMENT,-30,2024-07-15,USER008,ADJ-2074,Recount
MV02183,ITM0042,WH005,OUT,-17,2024-07-15,USER003,REF-2183,
MV02471,ITM0076,WH005,OUT,-69,2024-07-15,USER007,REF-2471,
MV00008,ITM0007,WH004,OUT,-56,2024-07-16,USER005,REF-8,
MV00094,ITM0041,WH003,OUT,-38,2024-07-16,USER006,REF-94,
MV00152,ITM0022,WH001,ADJUSTMENT,-8,2024-07-16,USER001,ADJ-152,Recount
MV00423,ITM0029,WH005,OUT,-62,2024-07-16,USER005,REF-423,
MV00595,ITM0067,WH001,IN,35,2024-07-16,USER003,REF-595,
MV00616,ITM0001,WH001,OUT,-76,2024-07-16,USER006,REF-616,
MV00729,ITM0096,WH003,OUT,-60,2024-07-16,USER006,REF-729,
MV01317,ITM0029,WH003,IN,80,2024-07-16,USER007,REF-1317,
MV01422,ITM0004,WH003,OUT,-83,2024-07-16,USER003,REF-1422,
MV01766,ITM0016,WH001,OUT,-20,2024-07-16,USER007,REF-1766,
MV02638,ITM0010,WH002,OUT,-18,2024-07-16,USER001,REF-2638,
MV02671,ITM0065,WH003,ADJUSTMENT,-93,2024-07-16,USER004,ADJ-2671,Expired
MV02704,ITM0014,WH001,ADJUSTMENT,-21,2024-07-16,USER004,ADJ-2704,Damage
MV00377,ITM0025,WH003,OUT,-91,2024-07-17,USER007,REF-377,
MV00622,ITM0056,WH005,ADJUSTMENT,-63,2024-07-17,USER002,ADJ-622,Lost
MV00648,ITM0082,WH005,ADJUSTMENT,-97,2024-07-17,USER002,ADJ-648,Found
MV02550,ITM0087,WH002,OUT,-40,2024-07-17,USER006,REF-2550,
MV00546,ITM0001,WH002,IN,98,2024-07-18,USER006,REF-546,
MV00676,ITM0058,WH005,ADJUSTMENT,-57,2024-07-18,USER008,ADJ-676,Damage
MV00713,ITM0098,WH001,OUT,-4,2024-07-18,USER001,REF-713,
MV00871,ITM0093,WH002,OUT,-1,2024-07-18,USER004,REF-871,
MV01154,ITM0049,WH001,ADJUSTMENT,-42,2024-07-18,USER004,ADJ-1154,Recount
MV01164,ITM0033,WH001,ADJUSTMENT,-50,2024-07-18,USER002,ADJ-1164,Expired
MV01501,ITM0046,WH002,IN,27,2024-07-18,USER008,REF-1501,
MV01803,ITM0074,WH005,OUT,-76,2024-07-18,USER002,REF-1803,
MV00646,ITM0044,WH005,IN,95,2024-07-19,USER008,REF-646,
MV01388,ITM0098,WH004,IN,25,2024-07-19,USER001,REF-1388,
MV01417,ITM0027,WH002,OUT,-66,2024-07-19,USER003,REF-1417,
MV01608,ITM0091,WH001,IN,44,2024-07-19,USER007,REF-1608,
MV02045,ITM0072,WH004,IN,11,2024-07-19,USER001,REF-2045,
MV00095,ITM0074,WH002,ADJUSTMENT,-236,2024-07-20,USER005,ADJ-95,Lost
MV00701,ITM0058,WH003,ADJUSTMENT,-94,2024-07-20,USER005,ADJ-701,Recount
MV00752,ITM0006,WH005,OUT,-39,2024-07-20,USER007,REF-752,
MV01311,ITM0096,WH003,ADJUSTMENT,-89,2024-07-20,USER001,ADJ-1311,Expired
MV01525,ITM0089,WH002,IN,92,2024-07-20,USER006,REF-1525,
MV01832,ITM0023,WH003,ADJUSTMENT,-87,2024-07-20,USER002,ADJ-1832,Found
MV02936,ITM0083,WH003,OUT,-629,2024-07-20,USER002,REF-2936,
MV00187,ITM0015,WH003,ADJUSTMENT,-62,2024-07-21,USER003,ADJ-187,Expired
MV00220,ITM0053,WH004,OUT,-68,2024-07-21,USER008,REF-220,
MV01034,ITM0014,WH003,IN,81,2024-07-21,USER001,REF-1034,
MV01677,ITM0063,WH005,OUT,-24,2024-07-21,USER007,REF-1677,
MV02128,ITM0033,WH002,OUT,-86,2024-07-21,USER002,REF-2128,
MV02248,ITM0009,WH004,IN,81,2024-07-21,USER001,REF-2248,
MV02436,ITM0046,WH002,ADJUSTMENT,-22,2024-07-21,USER003,ADJ-2436,Lost
MV02777,ITM0082,WH003,IN,40,2024-07-21,USER005,REF-2777,
MV00242,ITM0029,WH005,ADJUSTMENT,-5,2024-07-22,USER004,ADJ-242,Expired
MV00453,ITM0022,WH005,OUT,-92,2024-07-22,USER008,REF-453,
MV01632,ITM0018,WH005,IN,16,2024-07-22,USER007,REF-1632,
MV01703,ITM0048,WH005,ADJUSTMENT,-40,2024-07-22,USER004,ADJ-1703,Recount
MV02493,ITM0083,WH005,OUT,-55,2024-07-22,USER006,REF-2493,
MV02760,ITM0089,WH004,IN,93,2024-07-22,USER005,REF-2760,
MV00711,ITM0072,WH003,OUT,-62,2024-07-23,USER004,REF-711,
MV01207,ITM0012,WH004,IN,79,2024-07-23,USER003,REF-1207,
MV01329,ITM0088,WH001,IN,36,2024-07-23,USER005,REF-1329,
MV01767,ITM0006,WH001,OUT,-646,2024-07-23,USER005,REF-1767,
MV02204,ITM0015,WH004,OUT,-9,2024-07-23,USER007,REF-2204,
MV00535,ITM0019,WH005,OUT,-52,2024-07-24,USER005,REF-535,
MV01069,ITM0012,WH003,ADJUSTMENT,-37,2024-07-24,USER007,ADJ-1069,Damage
MV01076,ITM0025,WH002,OUT,-52,2024-07-24,USER008,REF-1076,
MV01814,ITM0047,WH003,ADJUSTMENT,-4,2024-07-24,USER002,ADJ-1814,Found
MV02224,ITM0020,WH004,ADJUSTMENT,-55,2024-07-24,USER002,ADJ-2224,Recount
MV02356,ITM0011,WH005,IN,41,2024-07-24,USER003,REF-2356,
MV02566,ITM0090,WH002,IN,11,2024-07-24,USER007,REF-2566,
MV00569,ITM0063,WH001,OUT,-92,2024-07-25,USER007,REF-569,
MV00915,ITM0042,WH002,OUT,-30,2024-07-25,USER007,REF-915,
MV02439,ITM0024,WH003,OUT,-98,2024-07-25,USER001,REF-2439,
MV02790,ITM0058,WH001,OUT,-92,2024-07-25,USER006,REF-2790,
MV02947,ITM0013,WH003,ADJUSTMENT,-64,2024-07-25,USER001,ADJ-2947,Found
MV00163,ITM0041,WH005,IN,4,2024-07-26,USER008,REF-163,
MV00645,ITM0050,WH001,OUT,-49,2024-07-26,USER001,REF-645,
MV00690,ITM0038,WH002,OUT,-16,2024-07-26,USER005,REF-690,
MV01484,ITM0099,WH001,IN,69,2024-07-26,USER005,REF-1484,
MV01591,ITM0001,WH005,IN,57,2024-07-26,USER004,REF-1591,
MV01933,ITM0010,WH004,OUT,-42,2024-07-26,USER005,REF-1933,
MV02009,ITM0089,WH004,IN,7,2024-07-26,USER004,REF-2009,
MV02357,ITM0001,WH001,IN,77,2024-07-26,USER006,REF-2357,
MV02774,ITM0093,WH003,IN,460,2024-07-26,USER004,REF-2774,
MV02859,ITM0006,WH001,ADJUSTMENT,-98,2024-07-26,USER003,ADJ-2859,Expired
MV02863,ITM0032,WH005,IN,30,2024-07-26,USER006,REF-2863,
MV00306,ITM0040,WH002,IN,97,2024-07-27,USER001,REF-306,
MV00366,ITM0099,WH003,OUT,-40,2024-07-27,USER001,REF-366,
MV01027,ITM0058,WH003,IN,50,2024-07-27,USER002,REF-1027,
MV01052,ITM0091,WH002,OUT,-54,2024-07-27,USER004,REF-1052,
MV01351,ITM0077,WH003,ADJUSTMENT,-83,2024-07-27,USER007,ADJ-1351,Lost
MV01361,ITM0089,WH002,ADJUSTMENT,-51,2024-07-27,USER006,ADJ-1361,Damage
MV01728,ITM0087,WH004,IN,25,2024-07-27,USER004,REF-1728,
MV02701,ITM0072,WH003,ADJUSTMENT,-29,2024-07-27,USER004,ADJ-2701,Lost
MV02957,ITM0036,WH003,ADJUSTMENT,-45,2024-07-27,USER003,ADJ-2957,Expired
MV00514,ITM0031,WH001,IN,71,2024-07-28,USER005,REF-514,
MV00798,ITM0034,WH004,OUT,-87,2024-07-28,USER001,REF-798,
MV01283,ITM0025,WH004,OUT,-42,2024-07-28,USER008,REF-1283,
MV01650,ITM0058,WH004,IN,93,2024-07-28,USER002,REF-1650,
MV01952,ITM0055,WH005,ADJUSTMENT,-4,2024-07-28,USER007,ADJ-1952,Found
MV02171,ITM0097,WH004,ADJUSTMENT,-41,2024-07-28,USER001,ADJ-2171,Expired
MV02391,ITM0026,WH002,OUT,-77,2024-07-28,USER005,REF-2391,
MV02622,ITM0098,WH004,IN,61,2024-07-28,USER001,REF-2622,
MV00331,ITM0052,WH001,IN,99,2024-07-29,USER003,REF-331,
MV00414,ITM0064,WH005,IN,4,2024-07-29,USER008,REF-414,
MV00417,ITM0070,WH002,OUT,-9,2024-07-29,USER003,REF-417,
MV00527,ITM0009,WH001,IN,63,2024-07-29,USER004,REF-527,
MV01116,ITM0049,WH001,IN,99,2024-07-29,USER001,REF-1116,
MV01155,ITM0090,WH004,OUT,-98,2024-07-29,USER003,REF-1155,
MV01537,ITM0045,WH001,ADJUSTMENT,-18,2024-07-29,USER003,ADJ-1537,Recount
MV01775,ITM0086,WH005,OUT,-21,2024-07-29,USER003,REF-1775,
MV02209,ITM0100,WH004,OUT,-25,2024-07-29,USER002,REF-2209,
MV02565,ITM0056,WH004,IN,80,2024-07-29,USER003,REF-2565,
MV00115,ITM0063,WH004,ADJUSTMENT,-357,2024-07-30,USER002,ADJ-115,Found
MV00836,ITM0083,WH004,OUT,-53,2024-07-30,USER005,REF-836,
MV01138,ITM0025,WH003,OUT,-647,2024-07-30,USER002,REF-1138,
MV01396,ITM0077,WH001,OUT,-56,2024-07-30,USER001,REF-1396,
MV01979,ITM0049,WH001,IN,95,2024-07-30,USER004,REF-1979,
MV02208,ITM0008,WH001,OUT,-90,2024-07-30,USER007,REF-2208,
MV02299,ITM0005,WH004,IN,5,2024-07-30,USER006,REF-2299,
MV02861,ITM0028,WH002,IN,83,2024-07-30,USER007,REF-2861,
MV00141,ITM0092,WH004,ADJUSTMENT,-51,2024-07-31,USER004,ADJ-141,Lost
MV00434,ITM0030,WH003,ADJUSTMENT,-88,2024-07-31,USER006,ADJ-434,Expired
MV01018,ITM0013,WH003,IN,5,2024-07-31,USER008,REF-1018,
MV01456,ITM0049,WH002,OUT,-83,2024-07-31,USER002,REF-1456,
MV01510,ITM0094,WH004,OUT,-73,2024-07-31,USER004,REF-1510,
MV01751,ITM0037,WH003,IN,19,2024-07-31,USER006,REF-1751,
MV02371,ITM0009,WH002,OUT,-57,2024-07-31,USER004,REF-2371,
MV02601,ITM0094,WH001,IN,12,2024-07-31,USER003,REF-2601,
MV00291,ITM0037,WH002,ADJUSTMENT,-50,2024-08-01,USER001,ADJ-291,Damage
MV00401,ITM0004,WH003,ADJUSTMENT,-43,2024-08-01,USER006,ADJ-401,Recount
MV00426,ITM0086,WH002,OUT,-73,2024-08-01,USER005,REF-426,
MV00496,ITM0063,WH002,OUT,-65,2024-08-01,USER003,REF-496,
MV00716,ITM0083,WH003,IN,75,2024-08-01,USER001,REF-716,
MV00780,ITM0092,WH001,ADJUSTMENT,-67,2024-08-01,USER008,ADJ-780,Lost
MV01300,ITM0046,WH003,OUT,-256,2024-08-01,USER007,REF-1300,
MV01563,ITM0011,WH001,ADJUSTMENT,-85,2024-08-01,USER007,ADJ-1563,Expired
MV01889,ITM0045,WH001,IN,96,2024-08-01,USER005,REF-1889,
MV02114,ITM0079,WH003,ADJUSTMENT,-86,2024-08-01,USER003,ADJ-2114,Recount
MV02990,ITM0100,WH004,ADJUSTMENT,-34,2024-08-01,USER004,ADJ-2990,Lost
MV00333,ITM0033,WH004,ADJUSTMENT,-9,2024-08-02,USER003,ADJ-333,Lost
MV00343,ITM0099,WH001,IN,48,2024-08-02,USER005,REF-343,
MV00619,ITM0056,WH001,ADJUSTMENT,-20,2024-08-02,USER008,ADJ-619,Expired
MV00826,ITM0053,WH001,IN,97,2024-08-02,USER003,REF-826,
MV00989,ITM0095,WH003,ADJUSTMENT,-42,2024-08-02,USER001,ADJ-989,Damage
MV01047,ITM0067,WH002,IN,66,2024-08-02,USER004,REF-1047,
MV01079,ITM0023,WH003,OUT,-6,2024-08-02,USER004,REF-1079,
MV01341,ITM0034,WH001,OUT,-98,2024-08-02,USER004,REF-1341,
MV01626,ITM0007,WH001,OUT,-8,2024-08-02,USER005,REF-1626,
MV02469,ITM0096,WH003,OUT,-12,2024-08-02,USER004,REF-2469,
MV02728,ITM0017,WH004,ADJUSTMENT,-46,2024-08-02,USER005,ADJ-2728,Found
MV01156,ITM0097,WH002,IN,16,2024-08-03,USER006,REF-1156,
MV01636,ITM0046,WH001,OUT,-48,2024-08-03,USER004,REF-1636,
MV01809,ITM0050,WH004,IN,32,2024-08-03,USER003,REF-1809,
MV02312,ITM0018,WH001,OUT,-50,2024-08-03,USER002,REF-2312,
MV02502,ITM0063,WH005,ADJUSTMENT,-76,2024-08-03,USER003,ADJ-2502,Damage
MV02515,ITM0090,WH003,IN,50,2024-08-03,USER008,REF-2515,
MV00680,ITM0036,WH003,IN,82,2024-08-04,USER002,REF-680,
MV00882,ITM0020,WH001,OUT,-30,2024-08-04,USER006,REF-882,
MV00952,ITM0060,WH004,OUT,-87,2024-08-04,USER007,REF-952,
MV01134,ITM0092,WH004,ADJUSTMENT,-16,2024-08-04,USER005,ADJ-1134,Expired
MV01293,ITM0059,WH002,OUT,-10,2024-08-04,USER008,REF-1293,
MV01492,ITM0078,WH004,ADJUSTMENT,-71,2024-08-04,USER006,ADJ-1492,Recount
MV01665,ITM0049,WH003,ADJUSTMENT,-41,2024-08-04,USER008,ADJ-1665,Expired
MV01942,ITM0031,WH005,IN,98,2024-08-04,USER004,REF-1942,
MV02215,ITM0058,WH001,ADJUSTMENT,-66,2024-08-04,USER003,ADJ-2215,Damage
MV02322,ITM0098,WH002,IN,32,2024-08-04,USER001,REF-2322,
MV02458,ITM0067,WH003,OUT,-31,2024-08-04,USER005,REF-2458,
MV02472,ITM0013,WH003,ADJUSTMENT,-18,2024-08-04,USER008,ADJ-2472,Lost
MV02797,ITM0028,WH005,IN,89,2024-08-04,USER005,REF-2797,
MV00104,ITM0051,WH001,IN,2,2024-08-05,USER007,REF-104,
MV00778,ITM0003,WH001,OUT,-225,2024-08-05,USER004,REF-778,
MV00828,ITM0058,WH003,IN,32,2024-08-05,USER003,REF-828,
MV01009,ITM0088,WH002,OUT,-70,2024-08-05,USER005,REF-1009,
MV01462,ITM0078,WH005,OUT,-586,2024-08-05,USER007,REF-1462,
MV01580,ITM0064,WH004,OUT,-92,2024-08-05,USER007,REF-1580,
MV02188,ITM0048,WH002,IN,61,2024-08-05,USER004,REF-2188,
MV02600,ITM0083,WH003,IN,68,2024-08-05,USER001,REF-2600,
MV00066,ITM0078,WH003,ADJUSTMENT,-84,2024-08-06,USER006,ADJ-66,Lost
MV00173,ITM0023,WH004,IN,98,2024-08-06,USER003,REF-173,
MV00316,ITM0045,WH003,IN,3,2024-08-06,USER002,REF-316,
MV00351,ITM0021,WH001,IN,70,2024-08-06,USER004,REF-351,
MV00623,ITM0036,WH003,OUT,-28,2024-08-06,USER008,REF-623,
MV00837,ITM0049,WH003,OUT,-56,2024-08-06,USER004,REF-837,
MV00977,ITM0001,WH002,IN,71,2024-08-06,USER002,REF-977,
MV00978,ITM0066,WH001,IN,59,2024-08-06,USER006,REF-978,
MV01676,ITM0049,WH005,ADJUSTMENT,-46,2024-08-06,USER005,ADJ-1676,Lost
MV01781,ITM0052,WH001,OUT,-47,2024-08-06,USER005,REF-1781,
MV02072,ITM0025,WH005,OUT,-81,2024-08-06,USER001,REF-2072,
MV02255,ITM0059,WH003,ADJUSTMENT,-96,2024-08-06,USER004,ADJ-2255,Lost
MV02628,ITM0060,WH005,IN,290,2024-08-06,USER007,REF-2628,
